Target,Plate,Well,Cellv,Reads
PSMB5_sg3,P07-P07,R07-C24,1.0,1899
PSMB5_sg3,P07-P07,R07-C08,1.0,1441
PSMB5_sg3,P07-P07,R07-C18,1.0,1314
PSMB5_sg3,P07-P07,R07-C12,0.0,339
PSMB5_sg3,P07-P07,R07-C02,1.0,1240
PSMB5_sg3,P07-P07,R07-C10,0.0,329
PSMB5_sg3,P07-P07,R07-C04,0.0,582
PSMB5_sg3,P07-P07,R07-C16,1.0,335
PSMB5_sg3,P07-P07,R07-C06,0.0,525
PSMB5_sg3,P07-P07,R07-C14,1.0,1938
PSMB5_sg3,P07-P07,R11-C22,0.0,2854
PSMB5_sg3,P07-P07,R11-C20,0.0,3193
PSMB5_sg3,P07-P07,R11-C24,1.0,3097
PSMB5_sg3,P07-P07,R11-C08,1.0,3678
PSMB5_sg3,P07-P07,R11-C18,0.0,517
PSMB5_sg3,P07-P07,R11-C12,1.0,2955
PSMB5_sg3,P07-P07,R11-C02,0.0,1105
PSMB5_sg3,P07-P07,R11-C10,0.0,683
PSMB5_sg3,P07-P07,R11-C04,1.0,2581
PSMB5_sg3,P07-P07,R11-C16,1.0,2468
PSMB5_sg3,P07-P07,R11-C06,1.0,3885
PSMB5_sg3,P07-P07,R11-C14,1.0,2676
PSMB5_sg3,P07-P07,R09-C22,0.0,522
PSMB5_sg3,P07-P07,R09-C20,0.0,2550
PSMB5_sg3,P07-P07,R09-C24,0.0,559
PSMB5_sg3,P07-P07,R09-C08,1.0,2817
PSMB5_sg3,P07-P07,R09-C18,0.0,224
PSMB5_sg3,P07-P07,R09-C12,0.0,293
PSMB5_sg3,P07-P07,R09-C02,0.0,462
PSMB5_sg3,P07-P07,R09-C10,1.0,1413
PSMB5_sg3,P07-P07,R09-C04,1.0,1896
PSMB5_sg3,P07-P07,R09-C16,0.0,229
PSMB5_sg3,P07-P07,R09-C06,1.0,1572
PSMB5_sg3,P07-P07,R09-C14,1.0,475
PSMB5_sg2,P01-P01,R03-C22,0.0,806
PSMB5_sg2,P01-P01,R03-C20,1.0,2245
PSMB5_sg2,P01-P01,R03-C24,0.0,547
PSMB5_sg2,P01-P01,R03-C08,1.0,1143
PSMB5_sg2,P01-P01,R03-C18,0.0,1582
PSMB5_sg2,P01-P01,R03-C12,0.0,497
PSMB5_sg2,P01-P01,R03-C02,1.0,1087
PSMB5_sg2,P01-P01,R03-C10,0.0,2269
PSMB5_sg2,P01-P01,R03-C04,1.0,2195
PSMB5_sg2,P01-P01,R03-C16,0.0,517
PSMB5_sg2,P01-P01,R03-C06,1.0,2931
PSMB5_sg2,P01-P01,R03-C14,0.0,1564
PSMB5_sg2,P01-P01,R01-C22,0.0,649
PSMB5_sg2,P01-P01,R01-C20,1.0,2228
PSMB5_sg2,P01-P01,R01-C24,1.0,1763
PSMB5_sg2,P01-P01,R01-C08,0.0,277
PSMB5_sg2,P01-P01,R01-C18,0.0,1507
PSMB5_sg2,P01-P01,R01-C12,0.0,396
PSMB5_sg2,P01-P01,R01-C02,1.0,2869
PSMB5_sg2,P01-P01,R01-C10,0.0,2018
PSMB5_sg2,P01-P01,R01-C04,0.0,424
PSMB5_sg2,P01-P01,R01-C16,0.0,404
PSMB5_sg2,P01-P01,R01-C06,1.0,1029
PSMB5_sg2,P01-P01,R01-C14,0.0,267
PSMB5_sg2,P01-P01,R15-C22,1.0,1255
PSMB5_sg2,P01-P01,R15-C20,1.0,1664
PSMB5_sg2,P01-P01,R15-C24,1.0,441
PSMB5_sg2,P01-P01,R15-C08,1.0,1049
PSMB5_sg2,P01-P01,R15-C18,1.0,1323
PSMB5_sg2,P01-P01,R15-C12,0.0,359
PSMB5_sg2,P01-P01,R15-C02,1.0,2035
PSMB5_sg2,P01-P01,R15-C10,1.0,1510
PSMB5_sg2,P01-P01,R15-C04,0.0,445
PSMB5_sg2,P01-P01,R15-C16,0.0,839
PSMB5_sg2,P01-P01,R15-C06,0.0,2011
PSMB5_sg2,P01-P01,R15-C14,0.0,247
PSMB5_sg2,P01-P01,R05-C22,1.0,3276
PSMB5_sg2,P01-P01,R05-C20,1.0,2895
PSMB5_sg2,P01-P01,R05-C24,0.0,812
PSMB5_sg2,P01-P01,R05-C08,0.0,918
PSMB5_sg2,P01-P01,R05-C18,1.0,4189
PSMB5_sg2,P01-P01,R05-C12,0.0,2216
PSMB5_sg2,P01-P01,R05-C02,0.0,1046
PSMB5_sg2,P01-P01,R05-C10,1.0,2515
PSMB5_sg2,P01-P01,R05-C04,1.0,1605
PSMB5_sg2,P01-P01,R05-C16,1.0,2116
PSMB5_sg2,P01-P01,R05-C06,1.0,4280
PSMB5_sg2,P01-P01,R05-C14,0.0,468
PSMB5_sg2,P01-P01,R13-C22,1.0,2205
PSMB5_sg2,P01-P01,R13-C20,1.0,3471
PSMB5_sg2,P01-P01,R13-C24,1.0,1753
PSMB5_sg2,P01-P01,R13-C08,0.0,431
PSMB5_sg2,P01-P01,R13-C18,0.0,839
PSMB5_sg2,P01-P01,R13-C12,0.0,612
PSMB5_sg2,P01-P01,R13-C02,1.0,1441
PSMB5_sg2,P01-P01,R13-C10,1.0,2755
PSMB5_sg2,P01-P01,R13-C04,0.0,511
PSMB5_sg2,P01-P01,R13-C16,1.0,1366
PSMB5_sg2,P01-P01,R13-C06,1.0,1806
PSMB5_sg2,P01-P01,R13-C14,1.0,545
PSMB5_sg2,P01-P01,R07-C22,0.0,789
PSMB5_sg2,P01-P01,R07-C20,0.0,2676
PSMB5_sg2,P01-P01,R07-C24,1.0,1755
PSMB5_sg2,P01-P01,R07-C08,0.0,343
PSMB5_sg2,P01-P01,R07-C18,1.0,1908
PSMB5_sg2,P01-P01,R07-C12,0.0,505
PSMB5_sg2,P01-P01,R07-C02,1.0,1960
PSMB5_sg2,P01-P01,R07-C10,1.0,4210
PSMB5_sg2,P01-P01,R07-C04,1.0,1218
PSMB5_sg2,P01-P01,R07-C16,1.0,1600
PSMB5_sg2,P01-P01,R07-C06,1.0,955
PSMB5_sg2,P01-P01,R07-C14,0.0,275
PSMB5_sg2,P01-P01,R09-C22,1.0,1717
PSMB5_sg2,P01-P01,R09-C20,0.0,750
PSMB5_sg2,P01-P01,R09-C24,0.0,399
PSMB5_sg2,P01-P01,R09-C08,1.0,712
PSMB5_sg2,P01-P01,R09-C18,1.0,1420
PSMB5_sg2,P01-P01,R09-C12,1.0,1523
PSMB5_sg2,P01-P01,R09-C02,0.0,460
PSMB5_sg2,P01-P01,R09-C10,0.0,614
PSMB5_sg2,P01-P01,R09-C04,1.0,1606
PSMB5_sg2,P01-P01,R09-C16,1.0,526
PSMB5_sg2,P01-P01,R09-C06,1.0,1701
PSMB5_sg2,P01-P01,R09-C14,1.0,1218
PSMB5_sg2,P01-P01,R11-C22,1.0,1752
PSMB5_sg2,P01-P01,R11-C20,1.0,2161
PSMB5_sg2,P01-P01,R11-C24,1.0,2175
PSMB5_sg2,P01-P01,R11-C08,0.0,291
PSMB5_sg2,P01-P01,R11-C18,1.0,1556
PSMB5_sg2,P01-P01,R11-C12,1.0,2201
PSMB5_sg2,P01-P01,R11-C02,1.0,1615
PSMB5_sg2,P01-P01,R11-C10,0.0,867
PSMB5_sg2,P01-P01,R11-C04,0.0,453
PSMB5_sg2,P01-P01,R11-C16,0.0,445
PSMB5_sg2,P01-P01,R11-C06,1.0,1785
PSMB5_sg2,P01-P01,R11-C14,0.0,295
PSMB5_sg2,P04-P04,R13-C22,1.0,3959
PSMB5_sg2,P04-P04,R13-C20,1.0,6361
PSMB5_sg2,P04-P04,R13-C24,1.0,3341
PSMB5_sg2,P04-P04,R13-C08,0.0,807
PSMB5_sg2,P04-P04,R13-C18,0.0,1449
PSMB5_sg2,P04-P04,R13-C12,0.0,1175
PSMB5_sg2,P04-P04,R13-C02,1.0,2901
PSMB5_sg2,P04-P04,R13-C10,1.0,5154
PSMB5_sg2,P04-P04,R13-C04,0.0,936
PSMB5_sg2,P04-P04,R13-C16,1.0,2271
PSMB5_sg2,P04-P04,R13-C06,1.0,3472
PSMB5_sg2,P04-P04,R13-C14,1.0,1084
PSMB5_sg2,P04-P04,R01-C22,0.0,1103
PSMB5_sg2,P04-P04,R01-C20,1.0,4147
PSMB5_sg2,P04-P04,R01-C24,1.0,3351
PSMB5_sg2,P04-P04,R01-C08,0.0,500
PSMB5_sg2,P04-P04,R01-C18,0.0,3042
PSMB5_sg2,P04-P04,R01-C12,0.0,756
PSMB5_sg2,P04-P04,R01-C02,1.0,5899
PSMB5_sg2,P04-P04,R01-C10,0.0,3823
PSMB5_sg2,P04-P04,R01-C16,0.0,792
PSMB5_sg2,P04-P04,R01-C06,1.0,1814
PSMB5_sg2,P04-P04,R01-C14,0.0,477
PSMB5_sg2,P04-P04,R01-C04,0.0,802
PSMB5_sg2,P04-P04,R03-C22,0.0,1398
PSMB5_sg2,P04-P04,R03-C20,1.0,4171
PSMB5_sg2,P04-P04,R03-C24,0.0,1012
PSMB5_sg2,P04-P04,R03-C08,1.0,2291
PSMB5_sg2,P04-P04,R03-C18,0.0,2672
PSMB5_sg2,P04-P04,R03-C12,0.0,907
PSMB5_sg2,P04-P04,R03-C02,1.0,2007
PSMB5_sg2,P04-P04,R03-C10,0.0,4568
PSMB5_sg2,P04-P04,R03-C04,1.0,4044
PSMB5_sg2,P04-P04,R03-C16,0.0,832
PSMB5_sg2,P04-P04,R03-C06,1.0,5380
PSMB5_sg2,P04-P04,R03-C14,0.0,2883
PSMB5_sg2,P04-P04,R15-C22,1.0,2224
PSMB5_sg2,P04-P04,R15-C20,1.0,3265
PSMB5_sg2,P04-P04,R15-C24,1.0,902
PSMB5_sg2,P04-P04,R15-C08,1.0,2336
PSMB5_sg2,P04-P04,R15-C18,1.0,2576
PSMB5_sg2,P04-P04,R15-C12,0.0,732
PSMB5_sg2,P04-P04,R15-C02,1.0,4436
PSMB5_sg2,P04-P04,R15-C10,1.0,3072
PSMB5_sg2,P04-P04,R15-C04,0.0,910
PSMB5_sg2,P04-P04,R15-C16,0.0,1482
PSMB5_sg2,P04-P04,R15-C06,0.0,3878
PSMB5_sg2,P04-P04,R15-C14,0.0,470
PSMB5_sg2,P04-P04,R05-C22,1.0,6383
PSMB5_sg2,P04-P04,R05-C20,1.0,5421
PSMB5_sg2,P04-P04,R05-C24,0.0,1631
PSMB5_sg2,P04-P04,R05-C08,0.0,1714
PSMB5_sg2,P04-P04,R05-C18,1.0,8132
PSMB5_sg2,P04-P04,R05-C12,0.0,4068
PSMB5_sg2,P04-P04,R05-C02,0.0,1977
PSMB5_sg2,P04-P04,R05-C10,1.0,4780
PSMB5_sg2,P04-P04,R05-C04,1.0,3119
PSMB5_sg2,P04-P04,R05-C16,1.0,3852
PSMB5_sg2,P04-P04,R05-C06,1.0,8075
PSMB5_sg2,P04-P04,R05-C14,0.0,833
PSMB5_sg2,P04-P04,R07-C22,0.0,1453
PSMB5_sg2,P04-P04,R07-C20,0.0,5383
PSMB5_sg2,P04-P04,R07-C24,1.0,3282
PSMB5_sg2,P04-P04,R07-C08,0.0,578
PSMB5_sg2,P04-P04,R07-C18,1.0,3693
PSMB5_sg2,P04-P04,R07-C12,0.0,969
PSMB5_sg2,P04-P04,R07-C02,1.0,3759
PSMB5_sg2,P04-P04,R07-C10,1.0,8234
PSMB5_sg2,P04-P04,R07-C04,1.0,2276
PSMB5_sg2,P04-P04,R07-C16,1.0,2949
PSMB5_sg2,P04-P04,R07-C06,1.0,1870
PSMB5_sg2,P04-P04,R07-C14,0.0,531
PSMB5_sg2,P04-P04,R09-C22,1.0,3470
PSMB5_sg2,P04-P04,R09-C20,0.0,1402
PSMB5_sg2,P04-P04,R09-C24,0.0,770
PSMB5_sg2,P04-P04,R09-C08,1.0,1464
PSMB5_sg2,P04-P04,R09-C18,1.0,2647
PSMB5_sg2,P04-P04,R09-C12,1.0,3148
PSMB5_sg2,P04-P04,R09-C02,0.0,1000
PSMB5_sg2,P04-P04,R09-C10,0.0,1287
PSMB5_sg2,P04-P04,R09-C16,1.0,969
PSMB5_sg2,P04-P04,R09-C06,1.0,3250
PSMB5_sg2,P04-P04,R09-C14,1.0,2281
PSMB5_sg2,P04-P04,R09-C04,1.0,3057
PSMB5_sg2,P04-P04,R11-C22,1.0,3212
PSMB5_sg2,P04-P04,R11-C20,1.0,4149
PSMB5_sg2,P04-P04,R11-C24,1.0,4561
PSMB5_sg2,P04-P04,R11-C08,0.0,543
PSMB5_sg2,P04-P04,R11-C18,1.0,2786
PSMB5_sg2,P04-P04,R11-C12,1.0,4261
PSMB5_sg2,P04-P04,R11-C02,1.0,2989
PSMB5_sg2,P04-P04,R11-C10,0.0,1585
PSMB5_sg2,P04-P04,R11-C04,0.0,811
PSMB5_sg2,P04-P04,R11-C16,0.0,816
PSMB5_sg2,P04-P04,R11-C06,1.0,3520
PSMB5_sg2,P04-P04,R11-C14,0.0,484
PSMB5_sg2,P05-P05,R01-C22,0.0,555
PSMB5_sg2,P05-P05,R01-C20,1.0,2340
PSMB5_sg2,P05-P05,R01-C24,1.0,1940
PSMB5_sg2,P05-P05,R01-C08,0.0,219
PSMB5_sg2,P05-P05,R01-C18,0.0,1600
PSMB5_sg2,P05-P05,R01-C12,0.0,379
PSMB5_sg2,P05-P05,R01-C02,1.0,3283
PSMB5_sg2,P05-P05,R01-C10,0.0,2240
PSMB5_sg2,P05-P05,R01-C04,0.0,384
PSMB5_sg2,P05-P05,R01-C16,0.0,317
PSMB5_sg2,P05-P05,R01-C06,1.0,928
PSMB5_sg2,P05-P05,R01-C14,0.0,224
PSMB5_sg2,P05-P05,R03-C22,0.0,606
PSMB5_sg2,P05-P05,R03-C20,1.0,2189
PSMB5_sg2,P05-P05,R03-C24,0.0,478
PSMB5_sg2,P05-P05,R03-C08,1.0,1227
PSMB5_sg2,P05-P05,R03-C18,0.0,1421
PSMB5_sg2,P05-P05,R03-C12,0.0,397
PSMB5_sg2,P05-P05,R03-C02,1.0,977
PSMB5_sg2,P05-P05,R03-C10,0.0,2481
PSMB5_sg2,P05-P05,R03-C04,1.0,2252
PSMB5_sg2,P05-P05,R03-C16,0.0,371
PSMB5_sg2,P05-P05,R03-C06,1.0,3055
PSMB5_sg2,P05-P05,R03-C14,0.0,1782
PSMB5_sg2,P05-P05,R15-C22,1.0,1223
PSMB5_sg2,P05-P05,R15-C20,1.0,1677
PSMB5_sg2,P05-P05,R15-C24,1.0,368
PSMB5_sg2,P05-P05,R15-C08,1.0,1210
PSMB5_sg2,P05-P05,R15-C18,1.0,1455
PSMB5_sg2,P05-P05,R15-C12,0.0,310
PSMB5_sg2,P05-P05,R15-C02,1.0,2277
PSMB5_sg2,P05-P05,R15-C10,1.0,1689
PSMB5_sg2,P05-P05,R15-C04,0.0,388
PSMB5_sg2,P05-P05,R15-C16,0.0,769
PSMB5_sg2,P05-P05,R15-C06,0.0,2165
PSMB5_sg2,P05-P05,R15-C14,0.0,206
PSMB5_sg2,P05-P05,R05-C22,1.0,3655
PSMB5_sg2,P05-P05,R05-C20,1.0,2988
PSMB5_sg2,P05-P05,R05-C24,0.0,695
PSMB5_sg2,P05-P05,R05-C08,0.0,956
PSMB5_sg2,P05-P05,R05-C18,1.0,4586
PSMB5_sg2,P05-P05,R05-C12,0.0,2376
PSMB5_sg2,P05-P05,R05-C02,0.0,898
PSMB5_sg2,P05-P05,R05-C10,1.0,2532
PSMB5_sg2,P05-P05,R05-C04,1.0,1739
PSMB5_sg2,P05-P05,R05-C16,1.0,2247
PSMB5_sg2,P05-P05,R05-C06,1.0,4632
PSMB5_sg2,P05-P05,R05-C14,0.0,358
PSMB5_sg2,P05-P05,R13-C22,1.0,2258
PSMB5_sg2,P05-P05,R13-C20,1.0,3621
PSMB5_sg2,P05-P05,R13-C24,1.0,1892
PSMB5_sg2,P05-P05,R13-C08,0.0,375
PSMB5_sg2,P05-P05,R13-C18,0.0,676
PSMB5_sg2,P05-P05,R13-C12,0.0,562
PSMB5_sg2,P05-P05,R13-C02,1.0,1501
PSMB5_sg2,P05-P05,R13-C10,1.0,3003
PSMB5_sg2,P05-P05,R13-C04,0.0,412
PSMB5_sg2,P05-P05,R13-C16,1.0,1278
PSMB5_sg2,P05-P05,R13-C06,1.0,1858
PSMB5_sg2,P05-P05,R13-C14,1.0,571
PSMB5_sg2,P05-P05,R07-C22,0.0,705
PSMB5_sg2,P05-P05,R07-C20,0.0,2865
PSMB5_sg2,P05-P05,R07-C24,1.0,1791
PSMB5_sg2,P05-P05,R07-C08,0.0,285
PSMB5_sg2,P05-P05,R07-C18,1.0,1949
PSMB5_sg2,P05-P05,R07-C12,0.0,465
PSMB5_sg2,P05-P05,R07-C02,1.0,2061
PSMB5_sg2,P05-P05,R07-C10,1.0,4800
PSMB5_sg2,P05-P05,R07-C04,1.0,1314
PSMB5_sg2,P05-P05,R07-C16,1.0,1735
PSMB5_sg2,P05-P05,R07-C06,1.0,836
PSMB5_sg2,P05-P05,R07-C14,0.0,303
PSMB5_sg2,P05-P05,R11-C22,1.0,1771
PSMB5_sg2,P05-P05,R11-C20,1.0,2366
PSMB5_sg2,P05-P05,R11-C24,1.0,2474
PSMB5_sg2,P05-P05,R11-C08,0.0,273
PSMB5_sg2,P05-P05,R11-C18,1.0,1608
PSMB5_sg2,P05-P05,R11-C12,1.0,2614
PSMB5_sg2,P05-P05,R11-C02,1.0,1652
PSMB5_sg2,P05-P05,R11-C10,0.0,766
PSMB5_sg2,P05-P05,R11-C04,0.0,378
PSMB5_sg2,P05-P05,R11-C16,0.0,390
PSMB5_sg2,P05-P05,R11-C06,1.0,1797
PSMB5_sg2,P05-P05,R11-C14,0.0,218
PSMB5_sg2,P05-P05,R09-C22,1.0,1680
PSMB5_sg2,P05-P05,R09-C20,0.0,550
PSMB5_sg2,P05-P05,R09-C24,0.0,283
PSMB5_sg2,P05-P05,R09-C08,1.0,689
PSMB5_sg2,P05-P05,R09-C18,1.0,1278
PSMB5_sg2,P05-P05,R09-C12,1.0,1520
PSMB5_sg2,P05-P05,R09-C02,0.0,401
PSMB5_sg2,P05-P05,R09-C10,0.0,511
PSMB5_sg2,P05-P05,R09-C04,1.0,1687
PSMB5_sg2,P05-P05,R09-C16,1.0,460
PSMB5_sg2,P05-P05,R09-C06,1.0,1717
PSMB5_sg2,P05-P05,R09-C14,1.0,1352
PSMB5_sg2,P06-P06,R01-C22,0.0,463
PSMB5_sg2,P06-P06,R01-C20,1.0,1737
PSMB5_sg2,P06-P06,R01-C24,1.0,1435
PSMB5_sg2,P06-P06,R01-C08,0.0,196
PSMB5_sg2,P06-P06,R01-C18,0.0,1249
PSMB5_sg2,P06-P06,R01-C12,0.0,363
PSMB5_sg2,P06-P06,R01-C02,1.0,2481
PSMB5_sg2,P06-P06,R01-C10,0.0,1745
PSMB5_sg2,P06-P06,R01-C04,0.0,330
PSMB5_sg2,P06-P06,R01-C16,0.0,302
PSMB5_sg2,P06-P06,R01-C06,1.0,803
PSMB5_sg2,P06-P06,R01-C14,0.0,194
PSMB5_sg2,P06-P06,R03-C22,0.0,552
PSMB5_sg2,P06-P06,R03-C20,1.0,1763
PSMB5_sg2,P06-P06,R03-C24,0.0,414
PSMB5_sg2,P06-P06,R03-C08,1.0,1024
PSMB5_sg2,P06-P06,R03-C18,0.0,1151
PSMB5_sg2,P06-P06,R03-C12,0.0,376
PSMB5_sg2,P06-P06,R03-C02,1.0,844
PSMB5_sg2,P06-P06,R03-C10,0.0,1883
PSMB5_sg2,P06-P06,R03-C04,1.0,1695
PSMB5_sg2,P06-P06,R03-C16,0.0,351
PSMB5_sg2,P06-P06,R03-C06,1.0,2446
PSMB5_sg2,P06-P06,R03-C14,0.0,1308
PSMB5_sg2,P06-P06,R15-C22,1.0,961
PSMB5_sg2,P06-P06,R15-C20,1.0,1383
PSMB5_sg2,P06-P06,R15-C24,1.0,363
PSMB5_sg2,P06-P06,R15-C08,1.0,878
PSMB5_sg2,P06-P06,R15-C18,1.0,1146
PSMB5_sg2,P06-P06,R15-C12,0.0,312
PSMB5_sg2,P06-P06,R15-C02,1.0,1801
PSMB5_sg2,P06-P06,R15-C10,1.0,1274
PSMB5_sg2,P06-P06,R15-C04,0.0,353
PSMB5_sg2,P06-P06,R15-C16,0.0,691
PSMB5_sg2,P06-P06,R15-C06,0.0,1713
PSMB5_sg2,P06-P06,R15-C14,0.0,177
PSMB5_sg2,P06-P06,R05-C22,1.0,2779
PSMB5_sg2,P06-P06,R05-C20,1.0,2404
PSMB5_sg2,P06-P06,R05-C24,0.0,653
PSMB5_sg2,P06-P06,R05-C08,0.0,792
PSMB5_sg2,P06-P06,R05-C18,1.0,3362
PSMB5_sg2,P06-P06,R05-C12,0.0,1758
PSMB5_sg2,P06-P06,R05-C02,0.0,816
PSMB5_sg2,P06-P06,R05-C10,1.0,2080
PSMB5_sg2,P06-P06,R05-C04,1.0,1357
PSMB5_sg2,P06-P06,R05-C16,1.0,1720
PSMB5_sg2,P06-P06,R05-C06,1.0,3561
PSMB5_sg2,P06-P06,R05-C14,0.0,354
PSMB5_sg2,P06-P06,R13-C22,1.0,1763
PSMB5_sg2,P06-P06,R13-C20,1.0,2705
PSMB5_sg2,P06-P06,R13-C24,1.0,1416
PSMB5_sg2,P06-P06,R13-C08,0.0,349
PSMB5_sg2,P06-P06,R13-C18,0.0,595
PSMB5_sg2,P06-P06,R13-C12,0.0,452
PSMB5_sg2,P06-P06,R13-C02,1.0,1175
PSMB5_sg2,P06-P06,R13-C10,1.0,2252
PSMB5_sg2,P06-P06,R13-C04,0.0,400
PSMB5_sg2,P06-P06,R13-C16,1.0,945
PSMB5_sg2,P06-P06,R13-C06,1.0,1451
PSMB5_sg2,P06-P06,R13-C14,1.0,471
PSMB5_sg2,P06-P06,R11-C22,1.0,1386
PSMB5_sg2,P06-P06,R11-C20,1.0,1809
PSMB5_sg2,P06-P06,R11-C24,1.0,1887
PSMB5_sg2,P06-P06,R11-C08,0.0,213
PSMB5_sg2,P06-P06,R11-C18,1.0,1198
PSMB5_sg2,P06-P06,R11-C12,1.0,1917
PSMB5_sg2,P06-P06,R11-C02,1.0,1260
PSMB5_sg2,P06-P06,R11-C10,0.0,656
PSMB5_sg2,P06-P06,R11-C04,0.0,369
PSMB5_sg2,P06-P06,R11-C16,0.0,332
PSMB5_sg2,P06-P06,R11-C06,1.0,1492
PSMB5_sg2,P06-P06,R11-C14,0.0,220
PSMB5_sg2,P06-P06,R09-C22,1.0,1355
PSMB5_sg2,P06-P06,R09-C20,0.0,579
PSMB5_sg2,P06-P06,R09-C24,0.0,279
PSMB5_sg2,P06-P06,R09-C08,1.0,608
PSMB5_sg2,P06-P06,R09-C18,1.0,1146
PSMB5_sg2,P06-P06,R09-C12,1.0,1252
PSMB5_sg2,P06-P06,R09-C02,0.0,364
PSMB5_sg2,P06-P06,R09-C10,0.0,515
PSMB5_sg2,P06-P06,R09-C04,1.0,1396
PSMB5_sg2,P06-P06,R09-C16,1.0,407
PSMB5_sg2,P06-P06,R09-C06,1.0,1419
PSMB5_sg2,P06-P06,R09-C14,1.0,1077
PSMB5_sg2,P06-P06,R07-C22,0.0,617
PSMB5_sg2,P06-P06,R07-C20,0.0,2216
PSMB5_sg2,P06-P06,R07-C24,1.0,1373
PSMB5_sg2,P06-P06,R07-C08,0.0,247
PSMB5_sg2,P06-P06,R07-C18,1.0,1615
PSMB5_sg2,P06-P06,R07-C12,0.0,420
PSMB5_sg2,P06-P06,R07-C02,1.0,1686
PSMB5_sg2,P06-P06,R07-C10,1.0,3548
PSMB5_sg2,P06-P06,R07-C04,1.0,1022
PSMB5_sg2,P06-P06,R07-C16,1.0,1242
PSMB5_sg2,P06-P06,R07-C06,1.0,797
PSMB5_sg2,P06-P06,R07-C14,0.0,270
PSMB5_sg2,P07-P07,R01-C22,0.0,466
PSMB5_sg2,P07-P07,R01-C20,1.0,1804
PSMB5_sg2,P07-P07,R01-C24,1.0,1486
PSMB5_sg2,P07-P07,R01-C08,0.0,198
PSMB5_sg2,P07-P07,R01-C18,0.0,1314
PSMB5_sg2,P07-P07,R01-C12,0.0,312
PSMB5_sg2,P07-P07,R01-C02,1.0,2562
PSMB5_sg2,P07-P07,R01-C10,0.0,1733
PSMB5_sg2,P07-P07,R01-C04,0.0,320
PSMB5_sg2,P07-P07,R01-C16,0.0,319
PSMB5_sg2,P07-P07,R01-C06,1.0,842
PSMB5_sg2,P07-P07,R01-C14,0.0,199
PSMB5_sg2,P07-P07,R03-C22,0.0,542
PSMB5_sg2,P07-P07,R03-C20,1.0,1846
PSMB5_sg2,P07-P07,R03-C24,0.0,440
PSMB5_sg2,P07-P07,R03-C08,1.0,963
PSMB5_sg2,P07-P07,R03-C18,0.0,1204
PSMB5_sg2,P07-P07,R03-C12,0.0,372
PSMB5_sg2,P07-P07,R03-C02,1.0,859
PSMB5_sg2,P07-P07,R03-C10,0.0,1938
PSMB5_sg2,P07-P07,R03-C04,1.0,1718
PSMB5_sg2,P07-P07,R03-C16,0.0,372
PSMB5_sg2,P07-P07,R03-C06,1.0,2390
PSMB5_sg2,P07-P07,R03-C14,0.0,1314
PSMB5_sg2,P07-P07,R15-C22,1.0,1020
PSMB5_sg2,P07-P07,R15-C20,1.0,1419
PSMB5_sg2,P07-P07,R15-C24,1.0,323
PSMB5_sg2,P07-P07,R15-C08,1.0,945
PSMB5_sg2,P07-P07,R15-C18,1.0,1182
PSMB5_sg2,P07-P07,R15-C12,0.0,319
PSMB5_sg2,P07-P07,R15-C02,1.0,1892
PSMB5_sg2,P07-P07,R15-C10,1.0,1400
PSMB5_sg2,P07-P07,R15-C04,0.0,377
PSMB5_sg2,P07-P07,R15-C16,0.0,659
PSMB5_sg2,P07-P07,R15-C06,0.0,1698
PSMB5_sg2,P07-P07,R15-C14,0.0,181
PSMB5_sg2,P07-P07,R05-C22,1.0,2834
PSMB5_sg2,P07-P07,R05-C20,1.0,2366
PSMB5_sg2,P07-P07,R05-C24,0.0,615
PSMB5_sg2,P07-P07,R05-C08,0.0,752
PSMB5_sg2,P07-P07,R05-C18,1.0,3629
PSMB5_sg2,P07-P07,R05-C12,0.0,1757
PSMB5_sg2,P07-P07,R05-C02,0.0,830
PSMB5_sg2,P07-P07,R05-C10,1.0,2001
PSMB5_sg2,P07-P07,R05-C04,1.0,1333
PSMB5_sg2,P07-P07,R05-C16,1.0,1726
PSMB5_sg2,P07-P07,R05-C06,1.0,3631
PSMB5_sg2,P07-P07,R05-C14,0.0,356
PSMB5_sg2,P07-P07,R13-C22,1.0,1789
PSMB5_sg2,P07-P07,R13-C20,1.0,2717
PSMB5_sg2,P07-P07,R13-C24,1.0,1443
PSMB5_sg2,P07-P07,R13-C08,0.0,342
PSMB5_sg2,P07-P07,R13-C18,0.0,634
PSMB5_sg2,P07-P07,R13-C12,0.0,500
PSMB5_sg2,P07-P07,R13-C02,1.0,1300
PSMB5_sg2,P07-P07,R13-C10,1.0,2359
PSMB5_sg2,P07-P07,R13-C04,0.0,402
PSMB5_sg2,P07-P07,R13-C16,1.0,957
PSMB5_sg2,P07-P07,R13-C06,1.0,1535
PSMB5_sg2,P07-P07,R13-C14,1.0,473
PSMB5_sg2,P07-P07,R07-C22,0.0,637
PSMB5_sg2,P07-P07,R07-C20,0.0,2322
PSMB5_sg2,P07-P07,R07-C24,1.0,1366
PSMB5_sg2,P07-P07,R07-C08,0.0,275
PSMB5_sg2,P07-P07,R07-C18,1.0,1554
PSMB5_sg2,P07-P07,R07-C12,0.0,433
PSMB5_sg2,P07-P07,R07-C02,1.0,1686
PSMB5_sg2,P07-P07,R07-C10,1.0,3731
PSMB5_sg2,P07-P07,R07-C04,1.0,1059
PSMB5_sg2,P07-P07,R07-C16,1.0,1273
